P212S6bM5_X	0.0	0.001	0.002	0.003	0.004	0.005	0.006	0.006999999999999999	0.008	0.009	0.01	0.011	0.012	0.013	0.013999999999999999	0.015	0.016	0.016999999999999998	0.018	0.019	0.02	0.020999999999999998	0.022	0.023	0.024	0.024999999999999998	0.026	0.027	0.027999999999999997	0.028999999999999998	0.03	0.031	0.032	0.033	0.033999999999999996	0.034999999999999996	0.036	0.037	0.038	0.039	0.04	0.040999999999999995	0.041999999999999996	0.043	0.044	0.045	0.046
P212S6bM5_Y	0.0	0.000993	0.001942	0.0028629999999999997	0.0037549999999999997	0.00462	0.005461	0.006278	0.0070739999999999996	0.007849	0.008605999999999999	0.009342	0.010062	0.010764	0.011451	0.012121999999999999	0.012776	0.013418999999999999	0.014046999999999999	0.014662	0.015264	0.015854999999999998	0.016433	0.016999999999999998	0.017558	0.018105	0.01864	0.019164999999999998	0.019684	0.020191999999999998	0.02069	0.021181	0.021662999999999998	0.022137	0.022602	0.02306	0.02351	0.023954	0.024388999999999997	0.02482	0.025242999999999998	0.025658999999999998	0.026069	0.026472	0.026871	0.027261999999999998	0.027648
